no_of_previous_bookings_not_canceled,room_type_reserved,Booking_ID,no_of_children,repeated_guest,no_of_special_requests,no_of_adults,arrival_year,no_of_week_nights,type_of_meal_plan,booking_status,required_car_parking_space,market_segment_type,avg_price_per_room,arrival_date,no_of_weekend_nights,arrival_month,lead_time,no_of_previous_cancellations
0,Room_Type 1,INN18688,0,0,2,2,2018,3,Meal Plan 1,Canceled,0,Online,106.2,29,0,9,287,0
0,Room_Type 1,INN05722,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,110,1,0,11,166,0
0,Room_Type 1,INN21028,0,0,0,1,2018,2,Meal Plan 1,Canceled,0,Offline,75,1,1,7,114,0
0,Room_Type 1,INN09647,0,0,0,1,2018,2,Not Selected,Canceled,0,Online,80.1,28,0,10,180,0
0,Room_Type 1,INN10456,0,0,1,2,2018,1,Not Selected,Canceled,0,Online,159,17,0,9,5,0
0,Room_Type 1,INN01908,0,0,1,2,2018,0,Meal Plan 2,Not_Canceled,0,Online,0,6,0,6,247,0
0,Room_Type 1,INN13925,0,0,1,2,2018,1,Meal Plan 2,Canceled,0,Offline,115,30,1,7,301,0
0,Room_Type 4,INN10447,0,0,1,2,2018,3,Meal Plan 2,Not_Canceled,0,Online,179,9,1,5,9,0
0,Room_Type 1,INN23694,0,0,2,2,2018,2,Not Selected,Canceled,1,Online,103.5,8,1,8,190,0
0,Room_Type 4,INN32114,0,0,0,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,89.3,3,0,2,31,0
0,Room_Type 1,INN09881,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,116.1,21,2,5,55,0
0,Room_Type 1,INN21739,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,80.3,19,1,2,77,0
0,Room_Type 5,INN33186,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Offline,119,22,2,5,5,0
0,Room_Type 4,INN18862,0,0,0,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,128.52,24,2,12,1,0
0,Room_Type 1,INN08477,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,88.4,19,1,12,21,0
0,Room_Type 1,INN30760,0,0,1,2,2018,6,Not Selected,Not_Canceled,0,Online,72.25,31,2,3,88,0
0,Room_Type 4,INN11297,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,121.8,19,0,7,143,0
0,Room_Type 4,INN21852,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,83.39,18,0,11,44,0
0,Room_Type 1,INN00520,0,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,87,24,1,12,22,0
0,Room_Type 1,INN02043,0,0,3,1,2017,3,Meal Plan 1,Not_Canceled,0,Online,90.9,29,0,10,43,0
0,Room_Type 1,INN26212,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,93.5,9,0,3,21,0
0,Room_Type 1,INN12032,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,69.38,9,2,7,283,0
0,Room_Type 1,INN10342,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,88.83,8,2,4,96,0
0,Room_Type 1,INN06348,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,127.2,5,1,9,26,0
0,Room_Type 1,INN14317,0,0,1,2,2017,2,Meal Plan 1,Canceled,0,Online,116.75,11,2,9,18,0
0,Room_Type 1,INN20535,0,0,0,2,2018,2,Not Selected,Canceled,0,Online,67.5,12,0,2,35,0
0,Room_Type 1,INN03925,0,0,0,2,2018,4,Not Selected,Not_Canceled,0,Online,62,20,0,1,41,0
0,Room_Type 1,INN05209,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Corporate,66,25,0,2,21,0
0,Room_Type 1,INN36055,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,120,19,2,6,133,0
0,Room_Type 1,INN13485,0,0,1,2,2018,1,Meal Plan 1,Canceled,0,Online,104,19,1,11,26,0
0,Room_Type 1,INN01445,1,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,112.5,28,0,6,119,0
0,Room_Type 1,INN27290,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Offline,66,17,1,2,34,0
0,Room_Type 1,INN09482,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,70,29,2,10,226,0
0,Room_Type 1,INN16995,0,0,0,1,2018,3,Meal Plan 2,Not_Canceled,0,Offline,79.75,7,2,2,3,0
0,Room_Type 1,INN05640,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,40.67,6,2,2,40,0
0,Room_Type 1,INN20229,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,78,19,2,8,303,0
0,Room_Type 4,INN13472,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,118.8,22,0,4,58,0
0,Room_Type 1,INN04868,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,70,9,1,4,159,0
0,Room_Type 1,INN28826,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,138,30,0,12,6,0
0,Room_Type 1,INN11343,1,0,0,2,2018,5,Meal Plan 1,Canceled,0,Online,121.5,23,2,7,63,0
0,Room_Type 1,INN31700,0,0,0,1,2018,2,Meal Plan 2,Not_Canceled,0,Offline,90,21,0,7,292,0
0,Room_Type 1,INN21116,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,100.3,29,2,9,263,0
0,Room_Type 4,INN17606,0,0,1,3,2018,1,Meal Plan 1,Canceled,0,Online,176.4,15,0,10,40,0
0,Room_Type 1,INN28924,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,124,4,0,9,8,0
0,Room_Type 5,INN25257,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,110.8,6,0,4,30,0
0,Room_Type 1,INN24935,1,0,1,1,2018,4,Meal Plan 1,Not_Canceled,0,Online,117.3,11,2,8,130,0
0,Room_Type 1,INN09007,0,0,1,2,2018,4,Not Selected,Not_Canceled,0,Online,80.61,24,2,12,95,0
0,Room_Type 4,INN00701,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,127.8,12,1,8,177,0
0,Room_Type 4,INN29877,0,0,0,3,2018,4,Meal Plan 1,Not_Canceled,0,Online,122.4,1,0,11,43,0
0,Room_Type 1,INN18420,0,0,1,2,2017,1,Meal Plan 1,Canceled,0,Online,76.5,26,2,7,81,0
0,Room_Type 1,INN03839,0,0,0,2,2018,2,Not Selected,Not_Canceled,0,Online,72.25,18,2,3,76,0
0,Room_Type 7,INN18521,0,0,2,2,2018,0,Meal Plan 1,Not_Canceled,0,Complementary,0,11,1,9,9,0
0,Room_Type 1,INN22370,0,0,0,2,2018,2,Meal Plan 2,Canceled,0,Offline,160,30,1,9,315,0
0,Room_Type 2,INN20354,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,85,1,2,11,26,0
0,Room_Type 4,INN33512,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,73.8,15,0,3,41,0
0,Room_Type 6,INN32824,2,0,2,2,2018,5,Meal Plan 1,Canceled,0,Online,163.34,26,1,12,134,0
0,Room_Type 4,INN32290,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,104.4,28,1,10,110,0
0,Room_Type 1,INN35124,0,0,1,2,2018,3,Not Selected,Not_Canceled,0,Online,74.8,24,2,12,90,0
0,Room_Type 1,INN11698,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,16,0,10,102,0
0,Room_Type 1,INN16848,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,18,0,9,74,0
0,Room_Type 1,INN29725,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,132.9,1,0,9,66,0
0,Room_Type 1,INN04637,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,79.2,20,0,11,64,0
0,Room_Type 4,INN35631,0,0,3,2,2018,7,Meal Plan 1,Not_Canceled,0,Online,85.85,23,3,12,351,0
0,Room_Type 1,INN28391,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Offline,117.8,18,0,5,1,0
0,Room_Type 1,INN14903,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,90,26,0,8,7,0
0,Room_Type 1,INN08097,0,0,0,2,2018,1,Not Selected,Not_Canceled,0,Online,75,6,0,1,0,0
0,Room_Type 1,INN23849,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,65,29,0,9,68,0
0,Room_Type 1,INN13572,0,0,1,2,2018,4,Not Selected,Canceled,0,Online,84.43,27,0,9,236,0
0,Room_Type 1,INN05451,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,110,1,0,11,166,0
2,Room_Type 1,INN07434,0,1,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Corporate,65,5,0,11,1,0
0,Room_Type 1,INN00118,1,0,3,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,102.83,12,2,11,105,0
0,Room_Type 1,INN27340,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,120,14,0,6,71,0
0,Room_Type 4,INN01519,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,141,9,1,5,9,0
0,Room_Type 4,INN06431,0,0,0,3,2018,1,Meal Plan 1,Canceled,0,Online,167,27,0,4,19,0
0,Room_Type 4,INN32323,0,0,1,1,2018,15,Meal Plan 1,Canceled,0,Online,103.39,19,6,2,17,0
0,Room_Type 6,INN08891,2,0,2,2,2018,5,Meal Plan 1,Canceled,0,Online,234.71,18,2,9,19,0
0,Room_Type 1,INN21965,0,0,0,3,2018,2,Meal Plan 1,Canceled,0,Online,140.7,11,1,7,128,0
0,Room_Type 1,INN06761,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,143.28,7,1,11,45,0
0,Room_Type 4,INN31457,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,82.45,30,0,6,195,0
0,Room_Type 1,INN14750,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,94.81,11,2,9,120,0
0,Room_Type 1,INN11870,0,0,1,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,107.1,21,0,6,35,0
0,Room_Type 1,INN19867,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,101.5,14,0,8,39,0
0,Room_Type 1,INN04921,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Offline,70,16,0,12,4,0
0,Room_Type 1,INN07875,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,161.5,8,1,9,6,0
0,Room_Type 1,INN33183,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,88,25,0,10,21,0
0,Room_Type 1,INN25995,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,134,27,1,8,7,0
0,Room_Type 4,INN18372,0,0,0,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,136,23,0,10,11,0
0,Room_Type 4,INN23783,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,84.25,9,0,8,190,0
0,Room_Type 1,INN34690,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,67.22,31,0,3,72,0
0,Room_Type 1,INN31029,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Offline,72.08,26,2,3,67,0
0,Room_Type 4,INN23590,0,0,2,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,152.1,9,0,7,60,0
0,Room_Type 1,INN17682,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Offline,76.5,19,0,10,37,0
0,Room_Type 1,INN33708,0,0,0,1,2018,4,Meal Plan 1,Canceled,0,Offline,110,6,2,7,245,0
0,Room_Type 1,INN17806,1,0,0,2,2018,2,Meal Plan 2,Canceled,0,Online,174.5,18,0,3,19,0
0,Room_Type 1,INN12043,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,129,26,0,10,31,0
0,Room_Type 2,INN06695,2,0,0,0,2018,5,Meal Plan 1,Canceled,0,Online,121.01,2,2,9,179,0
0,Room_Type 4,INN09737,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,1,Complementary,0,19,0,11,4,0
1,Room_Type 1,INN16973,0,1,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Complementary,0,25,0,8,0,0
0,Room_Type 1,INN28970,0,0,0,1,2018,1,Not Selected,Not_Canceled,0,Online,65.6,27,0,12,1,0
0,Room_Type 1,INN09134,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Aviation,95,14,0,4,1,0
0,Room_Type 1,INN07339,0,0,0,2,2017,0,Meal Plan 1,Not_Canceled,0,Offline,76.5,18,1,10,34,0
0,Room_Type 1,INN26175,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,1,Offline,89.75,16,0,11,0,0
0,Room_Type 1,INN05869,0,0,0,2,2018,0,Not Selected,Not_Canceled,0,Online,94.5,17,1,4,60,0
0,Room_Type 6,INN32874,2,0,1,2,2017,4,Meal Plan 1,Not_Canceled,0,Online,166.5,21,2,10,43,0
0,Room_Type 1,INN14304,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,24,0,6,265,0
0,Room_Type 1,INN25212,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,61.16,9,2,1,16,0
0,Room_Type 1,INN09275,0,0,0,2,2017,1,Meal Plan 2,Not_Canceled,0,Offline,94.5,11,2,7,96,0
0,Room_Type 1,INN03620,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Offline,95,29,1,5,106,0
0,Room_Type 1,INN11153,0,0,1,2,2018,4,Meal Plan 1,Canceled,0,Online,119.85,14,0,9,224,0
0,Room_Type 1,INN27957,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Offline,110,1,0,11,166,0
0,Room_Type 4,INN00726,1,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,106,15,1,2,3,0
0,Room_Type 1,INN12839,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,101.52,28,0,9,64,0
0,Room_Type 1,INN22585,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,95,24,0,6,192,0
0,Room_Type 4,INN26360,0,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,127.8,8,1,8,108,0
0,Room_Type 1,INN19053,0,1,0,1,2018,1,Meal Plan 1,Canceled,0,Online,91,4,0,11,361,1
0,Room_Type 4,INN26079,0,0,2,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,129.59,8,0,6,109,0
0,Room_Type 4,INN08070,0,0,0,2,2018,1,Meal Plan 2,Canceled,0,Online,154,5,0,3,4,0
0,Room_Type 1,INN28847,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,17,0,2,44,0
0,Room_Type 4,INN24624,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,63.6,24,2,1,4,0
0,Room_Type 1,INN26439,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,16,0,10,102,0
0,Room_Type 1,INN24472,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,75.95,3,2,3,70,0
0,Room_Type 1,INN25870,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,72,17,1,6,290,0
0,Room_Type 1,INN29537,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Offline,110,6,1,6,118,0
0,Room_Type 4,INN18627,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,109.8,28,1,10,189,0
0,Room_Type 1,INN18118,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,105.3,13,1,8,188,0
0,Room_Type 1,INN10731,0,0,0,1,2018,0,Meal Plan 1,Not_Canceled,0,Corporate,65,14,1,11,19,0
0,Room_Type 1,INN34417,0,0,1,1,2018,2,Meal Plan 1,Canceled,0,Online,116,30,0,8,19,0
0,Room_Type 1,INN09513,0,0,0,2,2018,1,Not Selected,Not_Canceled,0,Online,89,29,0,7,0,0
0,Room_Type 1,INN19549,0,0,1,2,2018,2,Not Selected,Not_Canceled,0,Online,79.2,16,0,11,125,0
0,Room_Type 1,INN30588,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,85,28,0,1,1,0
0,Room_Type 4,INN18194,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Online,101.36,24,1,11,2,0
0,Room_Type 1,INN31024,0,0,2,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,105,14,1,9,20,0
0,Room_Type 1,INN33082,0,0,2,2,2018,3,Not Selected,Not_Canceled,0,Online,116.1,16,0,6,122,0
0,Room_Type 1,INN30539,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,14,0,8,39,0
0,Room_Type 6,INN27561,2,0,0,2,2018,5,Meal Plan 1,Canceled,0,Online,167.95,7,2,8,217,0
0,Room_Type 1,INN28957,0,0,1,2,2018,2,Not Selected,Canceled,0,Online,119,20,0,10,23,0
0,Room_Type 1,INN19667,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Offline,85,20,1,3,13,0
0,Room_Type 1,INN32050,0,0,0,3,2018,3,Meal Plan 1,Canceled,0,Online,159.3,8,0,6,93,0
0,Room_Type 1,INN01401,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,62,28,0,1,13,0
0,Room_Type 1,INN18103,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Offline,80,11,1,12,18,0
0,Room_Type 1,INN13962,0,0,1,2,2018,4,Not Selected,Not_Canceled,0,Online,80.75,12,0,4,120,0
0,Room_Type 1,INN29269,0,0,1,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,67.22,24,0,2,9,0
0,Room_Type 1,INN15028,0,0,1,2,2018,0,Not Selected,Not_Canceled,0,Online,89,11,2,9,16,0
0,Room_Type 1,INN17189,0,0,0,2,2018,1,Not Selected,Not_Canceled,0,Online,119,25,0,5,8,0
1,Room_Type 1,INN26903,0,1,0,2,2018,1,Meal Plan 1,Not_Canceled,1,Corporate,77,24,0,11,2,0
0,Room_Type 6,INN22090,2,0,1,2,2018,3,Meal Plan 1,Canceled,0,Online,201,20,0,4,7,0
0,Room_Type 1,INN08154,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,104.21,5,2,6,147,0
0,Room_Type 1,INN02832,0,0,0,1,2018,3,Meal Plan 2,Not_Canceled,0,Offline,98,10,0,5,71,0
0,Room_Type 1,INN01654,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,90.95,22,1,8,212,0
0,Room_Type 1,INN17337,0,0,1,1,2018,1,Not Selected,Not_Canceled,0,Online,76.5,3,2,4,73,0
0,Room_Type 4,INN14666,0,0,2,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,157,11,1,4,12,0
0,Room_Type 1,INN21840,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,116.1,9,0,6,135,0
0,Room_Type 1,INN25467,0,0,0,2,2017,1,Meal Plan 1,Not_Canceled,0,Offline,71.8,5,2,12,5,0
0,Room_Type 4,INN29601,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Corporate,90,20,0,5,4,0
0,Room_Type 4,INN31126,0,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,117,6,0,10,19,0
0,Room_Type 1,INN09645,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,79.2,15,0,12,58,0
0,Room_Type 1,INN11393,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Complementary,0,3,1,10,109,0
0,Room_Type 1,INN22863,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,99.9,26,2,6,37,0
0,Room_Type 1,INN31282,0,0,1,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,153.23,7,1,11,26,0
0,Room_Type 1,INN22680,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,135.9,3,0,8,37,0
0,Room_Type 1,INN30475,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,72.25,24,0,8,197,0
0,Room_Type 1,INN22745,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,110,12,0,10,279,0
0,Room_Type 1,INN21908,0,0,0,2,2018,3,Not Selected,Not_Canceled,0,Offline,85,16,0,6,121,0
0,Room_Type 5,INN33063,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,86.28,29,0,3,49,0
0,Room_Type 1,INN11951,0,0,1,2,2018,4,Not Selected,Not_Canceled,0,Online,74.8,7,0,12,37,0
4,Room_Type 1,INN29696,0,1,1,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,67,13,0,12,0,0
0,Room_Type 1,INN05193,0,0,0,1,2018,2,Meal Plan 1,Canceled,0,Online,120,6,1,6,24,0
0,Room_Type 1,INN29469,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,18,0,8,320,0
0,Room_Type 1,INN30465,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Corporate,88,11,0,8,0,0
0,Room_Type 1,INN21560,0,0,0,2,2018,2,Not Selected,Canceled,0,Online,85.5,1,0,7,142,0
0,Room_Type 4,INN01786,0,0,2,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,141.3,21,2,7,97,0
0,Room_Type 1,INN17711,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,90.1,11,2,11,54,0
0,Room_Type 1,INN10317,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,61.56,2,2,4,70,0
0,Room_Type 4,INN18936,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,163.8,23,0,9,141,0
0,Room_Type 1,INN26787,1,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,161.1,16,0,8,81,0
0,Room_Type 1,INN35241,0,0,0,2,2018,2,Not Selected,Canceled,0,Online,139,8,0,9,25,0
0,Room_Type 1,INN14568,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,73.95,1,1,12,290,0
0,Room_Type 1,INN25056,0,0,0,1,2018,2,Meal Plan 2,Canceled,0,Online,3,13,0,9,346,0
0,Room_Type 1,INN06846,1,0,2,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,187,19,1,9,11,0
0,Room_Type 1,INN35987,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,15,0,6,256,0
0,Room_Type 1,INN19939,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,90.3,29,0,12,297,0
0,Room_Type 6,INN01988,2,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,179.01,16,1,5,35,0
0,Room_Type 1,INN27387,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,81.9,5,2,3,40,0
0,Room_Type 1,INN34229,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,97.02,18,2,10,6,0
0,Room_Type 1,INN01859,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,95,24,0,6,192,0
0,Room_Type 1,INN22428,0,0,0,2,2017,0,Not Selected,Not_Canceled,0,Online,75,21,1,12,0,0
0,Room_Type 1,INN29054,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,76.58,4,0,5,126,0
0,Room_Type 1,INN05259,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,118,8,2,10,99,0
0,Room_Type 1,INN18739,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,88.4,4,0,3,30,0
0,Room_Type 1,INN05059,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Offline,87,7,2,2,4,0
0,Room_Type 1,INN09264,1,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Online,92.4,4,0,5,108,0
0,Room_Type 1,INN02354,1,0,2,1,2018,7,Not Selected,Not_Canceled,0,Online,65.11,5,3,12,217,0
0,Room_Type 1,INN04934,1,0,1,1,2018,3,Meal Plan 1,Not_Canceled,0,Online,65.49,11,1,7,173,0
0,Room_Type 1,INN34773,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,80,19,0,1,151,0
0,Room_Type 1,INN10369,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,73.5,16,0,3,66,0
0,Room_Type 1,INN27753,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Corporate,65,5,0,8,12,0
0,Room_Type 1,INN32415,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,17,0,2,44,0
0,Room_Type 1,INN12735,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,119.85,7,1,6,123,0
0,Room_Type 1,INN14877,0,0,3,2,2018,1,Meal Plan 1,Not_Canceled,1,Online,179,21,0,10,132,0
0,Room_Type 1,INN08508,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,80.75,21,1,10,84,0
0,Room_Type 1,INN34258,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,1,Online,112,27,0,2,1,0
0,Room_Type 1,INN35185,0,0,1,2,2018,2,Not Selected,Not_Canceled,0,Online,120,29,0,12,17,0
0,Room_Type 1,INN25550,0,0,2,2,2018,4,Not Selected,Not_Canceled,0,Online,67.58,20,0,12,4,0
0,Room_Type 1,INN19728,0,0,2,1,2018,0,Meal Plan 1,Not_Canceled,0,Online,150,30,2,10,3,0
0,Room_Type 1,INN22708,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,78.3,11,0,3,65,0
0,Room_Type 1,INN11095,0,0,0,2,2018,5,Meal Plan 1,Canceled,0,Online,72.76,22,3,8,224,0
0,Room_Type 1,INN19488,1,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,129.75,25,1,7,11,0
0,Room_Type 6,INN21839,2,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,231,3,0,8,5,0
0,Room_Type 4,INN27120,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,113,27,1,2,20,0
0,Room_Type 4,INN35294,0,0,1,2,2018,1,Meal Plan 1,Canceled,0,Online,140,5,0,11,11,0
0,Room_Type 1,INN34156,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,111.6,15,1,10,252,0
0,Room_Type 1,INN27844,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,80,13,2,11,19,0
0,Room_Type 1,INN31241,0,1,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,98.1,30,0,9,1,1
0,Room_Type 5,INN01305,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,160.2,28,0,9,12,0
0,Room_Type 1,INN10069,0,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,93,7,2,2,20,0
0,Room_Type 1,INN28231,0,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,170,16,0,8,8,0
0,Room_Type 1,INN08263,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,43.5,19,2,3,121,0
0,Room_Type 1,INN24447,0,0,0,1,2018,0,Meal Plan 2,Not_Canceled,0,Offline,90,23,2,10,386,0
2,Room_Type 4,INN30503,1,1,3,2,2017,0,Meal Plan 1,Not_Canceled,0,Online,123.5,24,1,8,1,0
0,Room_Type 1,INN14952,0,0,1,2,2018,4,Not Selected,Not_Canceled,0,Online,89.25,13,0,7,134,0
0,Room_Type 1,INN35464,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,58,12,2,3,94,0
0,Room_Type 1,INN26401,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,105,13,0,10,37,0
0,Room_Type 1,INN14095,0,0,0,1,2018,2,Not Selected,Canceled,0,Online,161.1,7,1,11,49,0
