lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
107,1,80.75,5,29,3,1,2,0,0,0
69,2,126.9,5,17,4,3,0,0,0,1
3,0,65.0,10,19,2,0,1,0,0,1
94,0,90.45,10,31,4,1,1,0,0,0
113,0,96.3,4,25,4,2,1,0,0,1
37,2,145.8,9,21,4,3,1,0,0,1
22,1,165.0,5,21,4,1,0,0,3,1
107,0,79.22,10,23,3,2,2,0,0,1
171,0,99.45,8,5,4,2,2,0,0,0
3,2,94.35,11,14,4,4,1,0,0,1
88,0,58.0,3,12,3,1,1,0,0,1
131,3,87.03,8,3,3,3,0,0,0,1
37,2,207.9,8,22,4,2,1,0,5,1
33,0,138.0,10,9,4,1,2,0,0,0
99,0,92.48,10,24,4,3,1,0,0,0
33,1,117.9,5,21,4,1,1,0,0,1
16,2,101.0,4,17,4,0,2,0,0,1
3,1,95.0,11,19,4,1,0,3,0,0
135,0,102.09,7,16,3,1,1,0,3,0
148,3,130.05,7,15,4,2,2,0,3,1
17,0,87.0,2,21,3,1,2,0,0,1
206,0,59.07,10,2,4,2,1,0,0,0
1,0,197.0,7,7,4,1,0,0,3,1
14,1,81.0,12,11,4,2,0,0,0,1
64,4,105.6,10,31,4,2,1,0,3,1
60,1,126.9,5,21,4,1,1,0,0,1
26,1,119.0,10,16,4,3,2,3,0,0
13,0,91.0,2,14,4,4,2,0,0,1
71,0,45.9,3,12,4,3,2,3,0,1
1,0,75.0,3,8,3,3,0,0,0,1
18,2,149.0,9,26,4,3,1,0,0,1
110,0,93.3,4,9,4,1,2,0,0,1
144,0,133.69,7,9,4,5,2,0,3,0
225,0,106.25,10,17,4,4,1,0,0,0
175,0,76.5,8,5,4,1,0,0,0,0
75,1,65.0,12,9,2,1,0,0,0,1
60,0,130.9,12,23,4,2,2,0,3,0
107,0,152.1,9,15,4,3,1,0,0,0
3,2,168.0,8,13,4,1,0,3,0,1
0,0,149.0,8,27,4,1,1,3,0,1
51,0,75.0,11,9,3,3,0,0,0,1
10,1,166.0,7,3,4,1,2,0,3,1
34,1,108.9,5,22,4,0,2,0,0,1
5,1,166.5,9,17,4,2,2,0,0,0
144,0,123.3,10,25,4,5,0,0,3,0
11,2,129.0,2,5,4,2,0,0,3,1
58,1,76.92,6,5,4,0,1,0,0,1
64,1,162.4,11,18,4,2,1,0,5,0
13,0,89.0,4,7,4,1,0,3,0,1
74,0,112.0,2,21,3,3,2,0,5,1
70,0,52.0,1,27,3,5,2,0,3,1
76,0,51.09,2,11,4,3,1,3,0,1
127,1,96.3,6,27,4,2,1,0,0,1
1,1,188.0,12,29,4,2,0,0,3,1
36,0,131.4,3,24,4,1,0,0,3,0
5,1,139.0,7,14,4,3,1,3,0,1
3,0,0.0,9,12,1,1,0,0,1,1
29,2,94.5,9,15,4,2,0,0,0,1
5,1,105.0,9,26,3,2,2,0,3,1
38,2,107.55,8,27,4,2,2,3,0,1
29,1,85.59,4,24,4,0,2,0,0,1
7,1,81.0,3,2,4,1,0,3,0,1
12,2,88.0,11,30,4,3,0,3,0,1
92,0,99.45,4,11,4,5,1,0,3,0
1,2,130.0,10,13,4,1,0,0,0,1
137,0,103.09,8,2,4,5,2,0,0,0
70,0,227.9,10,20,4,3,1,0,5,0
161,0,121.5,7,25,4,1,1,0,0,0
208,1,96.3,9,1,4,1,0,0,0,0
5,1,124.0,9,10,4,2,0,0,0,0
48,2,115.5,7,9,4,1,2,0,0,1
133,0,177.3,7,25,4,2,1,0,5,0
77,0,89.25,9,18,4,2,2,0,0,1
86,1,95.2,4,26,4,5,1,3,0,1
85,1,151.2,10,7,4,2,0,0,3,1
45,0,119.5,10,26,4,2,0,3,0,1
1,2,112.0,2,14,3,2,2,0,3,1
80,1,85.5,4,13,4,1,0,3,0,1
0,1,155.0,5,20,4,1,0,0,0,1
70,1,67.5,3,9,4,2,0,3,0,0
2,0,65.0,10,18,2,0,2,0,0,1
15,0,97.0,2,5,2,2,1,0,4,1
0,1,80.3,1,5,4,2,0,0,0,1
29,1,150.06,11,9,4,4,0,0,0,1
6,0,65.0,12,17,2,2,0,0,0,1
77,0,147.6,8,26,4,2,2,0,3,0
13,3,76.5,12,6,3,0,2,0,0,1
40,0,75.6,10,19,3,3,1,0,0,0
76,2,79.2,11,6,4,0,1,3,0,1
84,0,116.1,6,10,4,2,0,3,0,0
39,3,152.1,8,15,4,1,1,0,0,1
86,2,119.0,12,24,4,3,2,0,3,1
154,1,120.7,7,7,4,3,1,0,3,0
146,0,186.3,8,11,4,2,0,0,5,1
10,0,72.1,2,19,3,1,0,0,0,1
5,0,135.0,10,19,4,3,1,0,0,1
113,0,107.55,7,18,4,3,1,0,0,0
61,0,92.28,5,11,4,4,0,0,0,0
41,0,113.0,10,26,4,2,0,0,0,1
173,2,167.45,12,9,4,3,2,1,3,0
56,2,119.7,7,3,4,3,2,0,0,1
86,3,90.95,9,3,3,2,2,0,3,1
349,0,123.33,10,4,4,5,1,0,0,0
237,1,86.5,8,5,4,2,0,0,1,0
35,2,74.8,12,4,4,5,2,3,0,1
0,2,168.3,8,20,4,1,0,0,3,1
30,0,104.4,8,28,4,0,1,0,0,0
24,0,85.0,9,20,3,4,2,0,0,1
32,0,95.0,10,10,2,2,1,0,0,1
1,1,97.0,3,12,4,1,0,3,0,1
69,0,135.9,9,11,4,0,2,0,0,0
28,0,156.0,5,28,4,1,0,0,3,1
51,2,132.6,5,10,4,5,1,0,3,1
114,1,79.2,12,12,4,0,1,3,0,1
116,0,96.0,2,28,3,1,2,0,0,1
64,0,137.7,7,25,4,0,1,0,3,1
12,2,125.0,8,20,4,3,0,0,0,1
117,1,116.05,7,8,4,3,2,0,0,1
20,1,131.35,12,28,4,4,0,0,3,1
145,2,90.95,6,26,4,4,2,0,0,0
52,2,149.4,9,7,4,2,0,0,3,1
186,1,90.95,7,21,4,3,1,0,0,1
91,0,134.1,8,21,4,0,2,0,0,1
0,0,64.5,1,18,3,1,1,0,0,1
3,3,188.0,8,24,4,1,0,0,3,1
1,1,139.0,7,21,4,1,0,3,0,1
64,0,112.2,4,15,4,3,2,0,3,1
5,2,221.0,5,19,4,1,0,0,5,1
15,0,138.5,10,6,4,3,0,0,0,1
143,0,59.5,3,25,3,2,1,0,0,1
61,1,40.0,7,24,2,2,2,0,0,1
60,1,140.4,6,1,4,3,0,0,3,1
73,1,93.6,11,12,4,1,2,0,0,1
160,1,97.56,7,18,4,6,3,0,0,1
56,0,165.33,4,18,4,3,1,0,5,0
32,0,63.0,11,11,3,2,0,3,0,1
24,1,60.75,11,3,3,4,0,0,0,1
78,1,107.1,7,17,4,3,2,0,0,1
49,0,112.0,11,4,3,2,1,0,0,1
3,0,96.0,3,6,4,0,1,0,0,1
4,1,122.48,12,29,4,3,1,0,0,1
0,1,65.0,3,9,2,1,0,0,0,1
1,0,139.0,7,8,4,1,0,3,0,0
134,0,134.3,7,28,4,3,1,0,3,0
213,1,94.5,8,12,4,2,1,3,0,1
49,0,110.0,3,23,4,1,0,0,0,1
35,0,108.4,9,27,4,3,0,0,0,1
48,2,142.2,9,2,4,1,0,0,3,1
2,0,78.52,1,23,4,1,2,0,1,1
4,0,118.0,3,5,4,1,2,0,3,0
297,0,106.0,12,19,2,2,1,0,4,1
114,0,80.75,4,3,3,3,2,0,0,1
7,0,97.0,3,8,3,1,0,0,0,1
54,2,149.4,8,19,4,2,1,0,3,1
232,0,110.7,11,24,4,3,0,0,3,0
7,0,111.33,9,7,4,2,1,0,0,1
40,1,88.4,11,15,4,5,0,0,0,1
13,1,101.0,11,22,4,0,1,0,3,1
3,0,145.0,3,17,4,2,0,0,3,0
3,1,131.0,4,25,4,2,1,0,0,1
43,1,94.5,4,11,4,1,1,3,0,1
69,1,149.4,9,8,4,3,1,0,3,1
26,1,91.0,3,16,4,3,0,0,0,1
55,1,102.6,11,15,4,1,0,0,0,1
72,1,95.2,4,23,4,2,2,0,0,1
122,2,75.9,11,14,4,3,1,3,0,0
6,1,103.15,9,13,4,3,2,0,3,1
203,0,120.7,12,30,4,2,2,0,3,1
18,1,78.54,10,31,4,1,2,0,1,1
232,1,66.53,10,23,4,3,2,0,0,1
70,2,165.63,7,14,4,3,1,0,6,1
52,0,117.9,7,4,4,1,1,0,0,0
42,1,81.73,4,24,4,5,2,0,0,1
13,0,85.85,11,12,4,2,2,3,0,1
127,1,105.3,5,9,4,2,1,0,0,1
15,0,117.67,4,12,4,3,0,3,0,0
4,0,95.0,10,25,0,1,0,0,0,1
96,2,141.56,7,9,4,5,2,0,3,1
44,1,104.4,3,31,4,1,0,0,3,1
38,1,170.1,9,9,4,2,1,1,0,1
45,1,159.12,5,17,3,2,0,0,5,1
61,1,79.2,11,4,4,2,1,3,0,0
54,1,74.8,11,18,4,2,2,3,0,1
71,1,90.56,10,8,4,3,1,0,0,1
112,0,132.6,6,9,4,3,1,0,3,0
138,1,91.48,7,4,4,2,1,0,3,1
5,2,114.0,9,9,4,2,0,0,0,1
34,1,119.5,6,12,4,1,2,0,1,1
19,1,134.3,11,2,4,4,0,1,0,1
0,0,119.0,6,1,4,1,0,3,0,1
67,3,105.3,7,24,4,3,2,0,0,1
61,0,125.8,10,9,3,1,2,0,4,1
147,0,90.0,12,5,4,2,1,0,0,0
24,1,107.1,10,16,4,1,2,3,0,0
2,1,86.0,12,14,2,3,0,0,0,1
42,0,129.95,3,14,4,4,1,1,3,0
49,2,72.25,6,17,3,3,2,3,0,1
3,1,106.0,2,18,4,1,0,0,3,1
50,0,142.2,9,2,4,2,0,0,3,0
136,0,123.25,6,30,4,3,1,1,0,1
13,1,97.0,12,8,4,1,0,0,3,1
16,0,77.25,1,18,4,3,1,0,1,1
74,0,99.45,4,13,4,4,0,0,0,1
24,2,88.0,12,4,4,1,2,3,0,1
60,2,93.6,12,16,4,2,1,0,0,1
1,0,81.0,8,8,4,2,2,3,0,1
35,1,109.8,8,30,4,4,0,0,0,0
4,0,117.0,11,2,4,2,1,0,0,1
118,1,107.95,7,1,4,5,2,0,0,1
16,0,95.0,10,8,0,1,2,0,0,1
84,1,93.6,11,18,4,2,0,0,0,0
13,2,112.0,11,2,4,1,0,0,0,1
10,0,76.75,3,2,4,4,0,3,0,1
96,0,90.0,11,16,4,3,0,0,0,1
169,0,76.5,9,1,3,3,1,0,0,1
38,1,116.65,10,11,4,3,0,0,3,1
39,1,168.3,9,9,4,2,2,0,3,1
12,1,89.32,8,29,4,5,2,0,3,1
111,0,237.6,8,7,4,3,2,1,5,0
108,0,75.38,5,4,4,3,0,3,0,1
96,1,162.9,10,28,4,2,1,0,5,0
1,0,79.0,2,9,4,1,0,3,0,0
247,1,86.63,8,27,4,1,1,0,1,0
16,0,124.8,5,19,3,1,0,0,3,1
3,0,79.0,2,2,4,1,0,0,0,1
1,0,96.0,8,10,4,3,1,3,0,1
51,2,108.0,12,5,4,2,1,0,0,1
14,0,55.0,12,3,3,5,2,0,0,1
7,2,0.0,2,26,1,2,0,0,3,1
0,0,156.0,8,25,4,1,0,0,5,1
1,0,162.0,8,11,4,2,0,3,5,1
6,1,65.0,11,24,2,1,0,0,0,1
0,0,66.42,8,2,4,1,0,3,0,1
82,1,80.39,10,26,4,2,0,0,3,1
1,2,111.0,2,26,4,2,0,0,0,1
2,2,169.0,10,11,4,1,0,0,0,1
7,0,65.0,12,9,2,1,0,0,0,1
236,0,89.25,10,3,4,1,0,0,0,0
76,1,135.0,10,12,4,4,2,0,0,0
39,0,75.0,11,1,3,4,0,0,0,1
2,2,106.0,12,14,4,1,0,0,3,1
156,1,115.25,8,14,4,3,2,0,0,0
94,0,94.5,7,12,4,5,1,3,0,0
88,1,77.35,3,20,4,3,2,0,0,1
214,1,80.75,7,29,4,2,2,3,0,1
10,0,169.0,7,24,4,0,1,0,0,0
190,2,177.3,7,18,4,1,1,0,5,0
32,0,75.0,10,20,3,2,0,0,3,1
96,1,84.15,4,10,4,3,2,0,0,1
254,1,92.28,10,12,4,4,0,0,0,0
0,0,106.0,8,31,4,0,1,0,0,1
166,2,0.0,4,21,4,0,0,0,1,1
13,2,119.0,4,8,4,1,0,0,0,1
58,0,73.95,2,6,4,2,2,0,0,0
32,0,0.0,11,20,4,2,0,0,0,1
6,0,87.78,7,19,4,2,0,3,0,0
24,0,117.0,3,3,3,3,0,1,0,1
61,1,89.75,4,30,3,1,1,0,0,1
9,1,89.0,1,12,4,4,0,0,0,1
11,2,90.0,8,24,4,3,1,0,0,1
4,1,0.0,10,4,4,0,1,0,0,1
2,1,134.0,3,24,4,2,0,3,0,1
166,0,99.45,6,29,4,4,0,0,3,0
5,0,67.0,5,24,2,1,0,0,0,1
77,1,94.5,4,15,4,2,0,3,0,1
39,0,40.67,3,4,3,2,1,0,0,1
120,1,159.3,6,2,4,3,0,0,3,0
169,0,90.9,10,25,4,4,0,0,0,0
90,0,116.1,5,21,4,1,1,3,0,0
0,0,138.0,12,11,4,0,1,0,3,1
14,0,43.5,11,5,3,3,1,0,0,1
53,4,122.0,10,31,4,3,1,0,3,1
82,2,72.25,11,2,4,2,1,0,0,1
74,1,89.3,3,10,4,3,0,0,3,1
122,1,87.58,7,23,4,7,4,0,3,1
55,2,80.24,12,24,4,3,2,3,0,1
64,1,214.2,4,17,4,3,2,1,5,1
10,1,164.0,9,5,4,2,1,0,3,1
1,0,95.0,4,12,0,6,2,0,0,0
241,1,106.2,6,20,4,6,3,0,0,0
37,0,0.5,2,20,4,8,4,0,0,1
19,1,81.82,1,1,4,2,1,0,0,1
61,0,116.1,5,11,4,3,0,3,0,0
20,1,208.0,12,31,4,1,1,0,5,1
134,1,89.25,5,15,4,2,2,3,0,1
27,1,126.0,10,19,4,4,1,0,0,1
112,1,79.2,12,16,4,2,1,3,0,0
6,0,70.0,8,5,3,4,2,0,0,1
48,1,140.4,5,10,4,5,0,0,3,1
122,0,94.5,5,17,4,3,0,3,0,1
27,2,177.0,10,17,4,2,1,1,0,1
8,1,148.0,8,9,4,4,0,3,0,1
0,1,99.0,3,31,4,3,0,3,0,1
16,0,107.0,5,25,3,1,0,0,3,1
1,0,79.0,2,26,4,1,0,3,0,1
156,0,100.63,7,7,4,3,1,3,0,0
7,0,72.8,4,18,2,1,1,0,3,1
15,0,109.0,5,7,4,1,2,3,0,0
12,2,177.0,6,19,4,2,2,0,3,1
108,1,86.4,6,26,4,2,2,0,3,1
0,1,98.0,8,8,4,1,0,0,0,1
62,1,79.2,12,24,4,1,2,3,0,1
35,1,89.1,6,21,4,1,0,3,0,0
3,0,70.0,10,7,3,4,0,0,0,1
2,0,65.0,9,27,2,0,2,0,0,0
75,0,75.0,12,5,3,3,1,0,0,1
69,0,59.5,3,20,3,2,2,0,0,1
0,1,75.0,12,11,2,1,0,0,0,1
207,1,105.3,8,5,4,2,0,0,3,0
183,1,93.08,8,24,4,4,0,0,0,0
70,0,86.4,3,27,4,4,2,0,4,0
6,1,67.0,11,16,2,1,0,0,0,1
19,1,109.0,3,18,4,2,0,0,0,1
104,0,76.5,4,15,4,2,2,0,0,0
95,1,77.86,12,7,4,4,0,0,1,1
59,1,131.4,8,8,4,1,1,0,0,1
14,1,131.7,5,30,4,5,2,0,3,1
3,0,65.0,6,6,2,0,1,0,0,1
83,0,46.67,3,12,3,4,2,0,0,1
16,0,58.88,2,12,4,2,1,3,0,1
18,1,129.0,9,26,4,0,1,3,0,0
32,2,67.5,2,6,4,1,1,3,0,1
4,1,82.9,1,10,4,0,2,0,0,1
13,0,131.89,12,2,4,4,2,0,3,1
202,1,40.0,11,6,2,2,2,0,0,1
41,0,76.5,3,15,4,1,0,0,0,0
43,1,97.0,11,16,4,1,0,3,0,1
155,2,173.25,7,7,4,3,1,1,0,0
130,0,104.55,5,12,4,3,1,0,0,0
23,2,145.0,10,28,4,2,0,0,3,1
26,1,139.0,9,25,4,1,2,0,0,1
124,0,114.3,8,8,4,5,1,0,0,0
0,0,51.3,11,27,4,2,0,3,0,1
15,0,98.1,4,14,4,1,0,3,0,1
14,0,135.2,9,15,4,1,0,0,0,1
69,1,80.1,10,25,4,2,0,3,0,0
1,0,47.25,8,29,3,1,2,1,0,1
97,0,82.45,8,4,3,5,2,0,3,1
10,2,98.33,11,28,4,2,1,0,0,1
6,1,106.33,11,27,4,1,2,0,0,1
290,1,65.0,6,17,3,2,1,0,0,1
92,1,89.25,7,15,4,4,0,0,3,0
0,0,80.0,12,23,4,1,0,3,0,1
50,0,170.85,4,13,4,4,1,0,5,0
105,0,90.95,6,26,4,3,2,3,0,1
1,1,198.77,5,20,4,1,0,0,5,1
8,0,85.0,10,20,3,5,1,0,3,1
37,2,156.6,6,26,4,2,2,1,3,1
5,1,187.0,7,12,4,3,0,0,3,0
15,0,97.0,3,12,4,1,2,0,0,0
35,1,109.0,10,28,4,2,0,3,0,0
126,0,126.0,8,15,4,4,1,0,3,1
4,1,124.0,9,8,4,4,0,0,0,1
51,1,152.1,8,22,4,2,1,0,0,1
112,1,101.58,5,4,4,4,0,3,0,1
33,0,90.54,4,18,4,4,1,3,0,0
90,0,96.9,7,10,3,1,2,0,0,1
19,0,79.88,2,1,4,5,1,0,1,0
24,2,145.0,10,24,4,1,0,0,0,1
39,1,99.86,12,27,4,2,2,0,1,1
137,2,132.3,10,3,4,4,1,0,3,1
18,2,77.0,1,30,4,1,1,3,0,1
0,0,65.0,11,18,2,1,0,0,0,1
109,1,143.7,8,5,4,2,1,0,3,1
2,0,67.66,1,3,4,0,2,0,0,1
36,2,153.0,10,9,4,2,2,0,3,1
2,1,175.56,10,4,4,4,0,0,5,1
12,1,65.0,9,19,2,0,1,0,0,1
9,1,147.3,8,6,3,1,0,0,3,1
111,1,129.65,6,17,4,2,2,0,0,1
220,0,89.27,6,2,4,3,0,0,0,0
57,1,136.8,11,17,4,2,0,1,3,0
50,0,90.9,4,1,4,1,0,0,0,1
2,0,67.0,12,16,2,1,0,0,0,1
65,1,82.45,3,28,4,5,2,0,0,1
37,0,107.1,3,31,4,4,2,3,0,0
30,1,111.6,6,19,3,2,2,0,0,1
75,0,82.45,3,30,4,4,0,0,0,0
82,0,81.9,4,1,4,2,1,0,0,1
218,2,63.75,12,9,4,3,2,3,0,0
1,0,65.0,1,14,3,2,0,0,0,1
1,1,89.0,4,7,4,1,0,3,0,1
58,3,159.3,5,13,4,2,0,0,3,1
52,2,104.08,3,17,4,3,2,0,3,1
108,1,146.7,8,6,4,5,2,0,3,1
9,0,66.0,1,31,2,0,2,0,0,1
102,0,85.0,9,27,3,1,0,3,0,0
79,1,149.1,4,28,4,3,0,0,3,1
59,0,102.6,6,27,4,3,1,3,0,0
91,0,114.3,7,24,4,1,2,0,0,0
37,1,143.1,3,25,4,1,0,0,0,0
74,1,134.31,12,25,4,1,2,0,6,1
0,0,0.0,9,1,1,1,0,0,1,1
86,1,88.2,11,30,4,1,0,0,0,1
35,1,113.4,11,18,4,1,0,0,0,1
61,0,102.0,3,21,4,3,1,0,3,1
88,1,151.2,10,20,4,3,0,0,3,1
123,2,139.5,8,11,4,3,0,0,0,0
42,0,116.26,3,31,4,3,1,0,0,0
89,0,82.45,4,4,4,3,1,0,0,1
79,4,139.5,7,24,4,4,2,0,3,1
32,1,0.0,11,7,1,0,1,3,3,1
8,1,83.39,10,25,4,1,0,3,0,1
4,0,156.0,4,6,4,1,0,0,3,0
127,3,106.2,12,22,4,2,0,0,0,1
37,1,108.9,6,9,4,1,0,0,0,1
137,0,75.0,6,20,3,3,1,0,0,1
110,2,130.0,10,9,3,2,2,0,0,0
6,2,97.02,10,11,4,1,2,0,0,1
19,0,116.1,10,2,4,1,2,3,0,0
2,0,68.5,8,15,3,1,2,0,0,0
8,2,90.0,8,26,4,2,0,0,0,1
96,1,87.55,4,8,4,3,2,0,0,1
58,0,153.77,9,5,4,5,2,0,3,1
14,0,64.0,12,5,3,1,2,0,0,1
6,1,90.0,8,3,2,1,0,0,3,1
11,1,104.0,12,16,4,1,0,0,0,1
158,1,97.75,7,7,4,3,1,3,0,0
30,1,96.3,10,12,4,3,1,0,0,1
180,0,49.74,8,16,4,5,2,0,0,0
0,0,77.71,8,30,4,2,0,3,0,1
81,0,131.4,8,5,4,2,0,0,3,0
55,0,62.67,12,31,3,3,0,0,0,1
67,1,98.1,9,6,4,2,0,0,0,0
11,0,97.0,8,25,4,2,0,0,0,1
134,0,109.8,8,25,4,3,0,0,3,0
5,1,143.5,4,2,4,1,0,0,3,0
54,0,140.4,6,4,4,1,0,0,3,0
1,0,67.0,3,30,2,3,0,0,0,1
22,1,108.0,2,22,4,2,1,0,3,1
77,1,99.9,10,30,4,0,2,0,0,1
156,1,134.58,8,16,4,7,2,1,0,0
35,1,71.1,3,16,4,2,0,3,0,1
98,1,103.5,7,6,4,4,2,3,0,1
0,1,95.0,11,17,4,1,0,3,0,1
5,0,158.0,10,3,4,1,1,0,0,1
127,1,143.1,9,18,4,2,2,0,3,1
104,0,68.42,4,19,4,3,0,0,0,1
26,1,128.33,3,29,4,3,0,0,0,1
56,0,69.6,2,26,4,2,0,0,0,0
0,1,50.0,12,15,2,1,0,0,0,1
1,1,65.0,2,3,2,1,0,0,0,1
0,0,0.0,10,15,4,0,0,1,3,1
30,1,116.1,5,11,4,2,0,3,0,1
161,0,130.0,3,25,4,2,1,1,0,0
62,0,116.1,5,19,4,1,0,3,0,1
156,0,108.9,8,11,4,1,0,0,0,0
88,1,132.3,10,2,4,0,2,0,3,0
0,0,120.0,6,3,4,1,0,0,0,1
128,0,116.1,6,10,4,2,1,3,0,0
0,0,86.0,1,1,4,1,0,3,0,1
232,2,110.7,12,5,4,2,1,0,3,1
131,1,121.5,7,2,4,1,2,0,3,1
29,0,103.55,6,8,4,2,0,3,0,1
0,0,65.0,12,14,2,1,0,0,0,1
6,1,131.0,4,15,4,1,0,0,0,1
127,0,97.75,11,19,4,2,2,0,3,0
153,0,81.0,10,16,3,2,2,0,0,1
60,0,75.0,11,18,3,2,0,0,0,1
97,1,97.2,10,11,4,2,0,3,0,0
16,0,88.33,1,30,4,1,2,0,0,1
49,2,156.6,12,8,4,3,0,0,5,1
72,2,175.5,11,9,4,2,0,0,0,1
51,1,108.0,10,5,4,2,0,3,0,1
20,0,76.5,6,28,3,3,0,0,0,1
85,0,96.3,4,15,4,2,1,0,0,0
0,0,97.0,2,24,4,1,0,0,0,1
83,0,132.6,5,7,4,2,2,0,3,0
0,0,139.0,10,16,4,0,2,3,0,1
100,0,38.67,3,25,3,2,1,0,0,1
25,1,149.0,10,5,4,2,0,0,0,1
156,1,89.25,10,9,4,2,1,0,0,1
11,1,92.58,12,26,4,1,2,0,1,1
11,0,115.0,4,15,4,2,0,3,0,1
177,0,123.75,8,3,4,4,1,0,0,0
2,2,211.0,4,30,4,1,1,0,5,1
12,1,65.0,6,14,2,2,0,0,0,1
9,2,85.6,12,5,4,1,2,0,0,1
74,2,109.0,9,18,3,2,0,1,0,1
11,1,124.33,6,21,4,3,0,0,0,1
179,0,80.75,7,18,4,3,1,3,0,0
60,1,60.0,1,31,3,0,2,0,0,1
27,0,65.0,10,12,2,1,0,0,0,1
6,0,96.25,12,7,4,0,1,0,1,1
244,1,176.04,12,29,3,3,1,0,0,1
75,0,70.0,3,17,4,3,1,0,0,0
30,0,87.27,11,11,4,2,1,3,0,1
36,0,110.0,9,11,2,3,2,0,3,1
11,1,89.0,1,21,4,3,1,0,0,1
40,0,118.0,12,31,3,3,0,0,0,1
172,0,115.2,5,22,4,1,2,0,3,0
100,0,80.1,4,25,4,2,1,3,0,1
7,1,114.0,10,22,4,1,0,3,0,1
0,0,65.0,4,18,2,0,1,0,0,1
54,1,78.3,2,26,4,2,0,0,0,1
162,1,99.45,7,5,4,4,0,0,0,1
116,2,129.6,9,15,4,3,0,0,0,1
8,2,151.33,9,30,4,3,0,0,0,1
128,0,137.91,8,24,4,4,1,0,5,0
22,1,139.0,9,26,4,1,1,0,0,1
66,2,168.3,8,19,4,2,0,0,3,1
39,1,72.2,2,28,4,2,2,3,0,1
1,2,139.0,8,3,4,3,0,3,0,1
1,0,71.0,2,25,4,3,0,0,1,1
59,2,129.2,12,13,4,5,0,1,3,1
24,0,78.0,8,19,4,3,2,0,0,0
44,0,65.4,3,7,3,0,1,0,0,0
10,0,112.1,12,5,4,1,2,0,0,1
43,0,85.5,8,31,3,4,0,0,0,1
122,0,116.1,6,9,4,3,0,3,0,0
13,2,126.0,10,18,4,2,2,0,0,1
3,2,101.0,4,21,4,1,0,0,0,1
105,0,37.5,10,12,3,3,0,0,0,1
2,2,116.67,9,14,4,3,0,0,0,1
7,1,109.0,3,28,4,3,1,3,0,0
67,1,74.8,12,17,4,6,2,3,0,1
213,1,117.11,9,8,4,3,0,0,3,0
256,2,94.35,10,23,4,3,2,0,0,0
28,1,149.0,9,18,4,0,2,0,0,1
4,1,141.0,7,23,4,1,1,0,0,1
99,0,137.7,5,1,4,1,2,0,0,0
40,1,67.76,11,18,4,2,1,3,0,1
7,1,135.0,10,15,4,1,0,0,0,1
16,1,89.89,12,3,4,2,2,0,0,1
197,0,86.5,7,17,4,0,1,0,1,0
95,0,159.3,5,21,4,1,0,0,3,0
6,0,166.0,8,4,4,3,0,0,3,0
60,1,76.58,4,11,4,3,1,0,0,1
40,0,110.7,6,26,4,3,2,0,0,1
215,1,106.25,8,29,4,3,1,0,0,0
324,0,87.3,11,21,4,2,1,0,3,0
90,1,127.8,4,28,4,2,0,0,0,0
108,3,72.25,12,21,4,3,1,0,0,1
1,1,169.0,9,20,4,1,0,0,0,1
88,0,68.0,10,7,2,2,1,0,0,1
3,0,130.0,8,17,2,3,1,0,0,0
16,0,110.75,5,29,3,3,2,1,0,1
126,1,79.2,11,4,4,1,0,3,0,0
49,0,69.5,3,6,4,1,2,3,0,1
87,1,51.97,3,11,4,2,1,3,0,1
7,1,93.0,2,20,4,1,0,0,0,1
3,0,106.0,2,16,4,4,0,0,3,0
125,1,85.5,6,30,4,1,0,3,0,1
109,1,120.28,5,4,4,4,0,0,3,1
50,0,101.31,4,1,4,3,2,0,0,0
35,2,166.58,9,26,4,4,2,0,0,1
42,0,60.0,11,4,3,3,0,0,3,1
223,0,86.63,7,24,4,1,2,0,1,0
188,0,80.75,9,26,3,3,1,0,0,1
46,2,122.4,11,2,4,4,0,0,3,1
141,0,90.0,11,25,4,2,0,0,0,1
135,0,89.25,10,7,4,4,0,0,0,0
21,1,88.0,11,28,4,0,1,3,0,0
55,2,142.2,9,1,4,3,1,0,3,1
88,1,58.68,2,13,4,6,2,0,0,1
276,3,60.29,11,13,4,1,2,0,0,1
79,1,132.3,10,20,4,3,2,0,3,1
6,0,89.0,4,4,4,0,1,3,0,0
157,0,132.3,10,1,4,5,2,0,3,0
223,2,90.95,8,30,4,4,0,0,0,0
5,0,79.33,11,17,4,4,2,3,0,0
1,2,168.0,6,18,4,1,0,0,0,1
72,1,71.4,9,19,3,4,2,0,0,1
36,0,85.05,12,6,3,3,0,0,0,1
230,1,137.0,9,6,4,5,0,0,0,0
294,1,76.58,10,23,4,3,2,0,3,1
49,1,170.1,5,9,4,4,1,1,0,1
34,1,135.9,7,9,4,2,2,0,0,1
0,0,73.81,8,2,4,1,0,3,0,1
50,1,99.45,4,11,4,3,1,0,0,0
63,0,140.4,5,10,4,3,0,0,3,0
1,0,107.0,4,19,3,2,0,0,0,1
78,1,132.3,10,7,4,2,0,0,3,0
166,0,89.25,8,5,4,5,2,3,0,0
54,1,57.93,11,16,4,3,0,3,0,1
75,0,97.54,7,27,4,1,0,0,1,1
0,0,124.2,3,20,4,3,2,0,0,1
28,0,149.15,5,22,4,2,2,0,3,0
1,0,89.0,8,9,4,0,1,3,0,1
